127, 12 14 31 50 54 58
128, 2 13 16 20 31 57
129, 13 17 24 44 47 55
130, 21 22 27 34 35 37
131, 3 6 29 31 49 59
132, 7 10 21 30 50 58
133, 3 10 17 27 28 45
134, 5 13 17 26 53 59
135, 1 13 27 37 40 43
136, 9 13 16 24 31 49
137, 23 25 36 41 54 59
138, 5 14 22 32 44 54
139, 13 21 22 41 57 59
140, 4 18 25 43 48 54
141, 7 40 41 50 51 60
142, 28 41 46 48 53 57
143, 5 9 24 48 50 60
144, 2 9 26 32 38 48
145, 8 20 35 43 49 58
146, 22 30 36 55 56 57
147, 10 19 27 32 41 48
148, 7 11 14 18 33 48
149, 7 12 33 41 59 60
150, 1 2 23 30 43 47
151, 12 18 33 34 39 46
152, 5 8 9 28 29 33
153, 8 9 41 43 49 56
154, 1 9 10 27 53 57
155, 4 12 20 21 31 49
156, 2 22 47 52 53 59
157, 10 13 18 29 43 56
158, 5 11 16 42 52 54
159, 1 4 20 21 25 47
160, 6 21 24 31 44 54
161, 6 8 31 44 49 57
162, 1 4 9 36 41 50
163, 27 33 35 51 59 60
164, 5 8 9 28 34 56
165, 9 20 30 33 40 60
166, 8 16 19 26 28 33
167, 2 30 32 39 42 49
168, 2 11 34 46 51 56
169, 2 3 42 53 54 59
170, 6 16 26 31 33 39
171, 12 26 29 34 45 60
172, 6 38 47 48 54 58
173, 12 17 32 41 47 59
174, 11 13 28 32 44 47
175, 28 29 39 40 43 48
176, 8 13 25 38 48 50
177, 6 8 29 30 49 58
178, 2 10 14 16 26 39
179, 27 29 34 37 56 60
180, 8 19 43 47 58 60
181, 3 15 37 44 51 56
182, 10 13 29 36 46 54
183, 1 2 3 9 41 55
184, 7 20 21 27 35 46
185, 5 11 13 16 18 26
186, 2 3 9 10 45 58
187, 5 8 23 26 33 51
188, 13 18 22 30 46 56
189, 3 6 7 24 52 59
190, 3 15 29 45 47 58
191, 10 14 19 23 30 41
192, 3 5 6 43 58 60
193, 6 8 9 15 39 59
194, 8 20 30 32 48 52
195, 20 29 33 34 38 58
196, 2 4 18 32 47 60
197, 37 41 46 51 53 56
198, 3 6 13 26 35 60
199, 3 6 21 30 51 58
200, 3 8 9 30 47 59
201, 1 4 8 13 14 53
202, 11 21 24 28 35 46
203, 5 12 26 32 42 43
204, 10 23 31 40 44 60
205, 10 15 18 33 36 49
206, 9 12 14 17 53 56
207, 12 23 26 46 57 59
208, 20 21 24 27 43 59
209, 7 15 24 38 40 59
210, 2 13 16 19 46 53
211, 8 18 21 22 26 59
212, 2 16 20 30 34 50
213, 14 30 39 50 53 58
214, 1 2 3 4 34 56
215, 4 9 17 18 20 51
216, 14 23 36 46 51 55
217, 15 28 42 51 55 59
218, 10 22 25 34 50 55
219, 7 11 21 24 25 51
220, 11 16 17 35 36 49
221, 2 6 14 47 53 58
222, 2 5 23 34 44 51
223, 4 13 18 29 43 55
224, 11 20 28 33 42 59
225, 2 23 33 35 39 41
226, 3 16 18 41 42 46
227, 12 16 18 37 47 56
228, 17 31 41 48 59 60
229, 3 13 24 25 42 48
230, 2 7 17 30 38 45
231, 3 9 11 18 24 39
232, 2 22 26 30 46 56
233, 11 16 31 46 47 53
234, 27 38 44 51 54 55
235, 10 24 27 40 46 47
236, 5 9 10 31 45 51
237, 8 20 27 31 32 53
238, 5 25 32 37 46 58
239, 7 11 25 27 42 58
240, 5 13 22 39 46 60
241, 4 7 11 20 35 50
242, 2 7 10 30 34 38
243, 9 21 22 31 44 45
244, 10 15 19 37 43 44
245, 14 29 34 40 42 53
246, 16 23 34 42 48 57
247, 11 14 31 32 35 47
248, 9 12 18 22 27 42
249, 5 19 26 32 46 51
250, 5 14 18 25 41 54
251, 17 18 20 24 53 56
252, 1 11 32 36 43 57
253, 6 8 9 17 21 47
254, 8 10 22 26 30 38
255, 3 13 14 22 23 37
256, 1 9 42 46 47 58
257, 4 12 24 31 53 56
258, 2 14 20 30 32 54
259, 5 18 28 33 48 59
260, 11 18 27 36 39 53
261, 25 28 31 33 44 58
262, 17 39 55 57 58 60
263, 4 19 25 35 54 58
264, 18 26 28 40 54 56
265, 6 16 34 42 53 60
266, 6 12 15 39 44 52
267, 6 8 31 39 48 52
268, 13 20 28 35 47 56
269, 1 51 52 56 57 60
270, 5 31 42 44 53 58
271, 5 24 35 44 45 60
272, 7 11 16 23 41 59
273, 17 26 27 38 53 60
274, 6 7 20 24 46 56
275, 22 30 39 41 42 49
276, 26 29 32 40 45 49
277, 21 23 24 26 46 58
278, 6 13 21 27 45 46
279, 2 13 20 47 48 54
280, 4 7 20 53 56 60
281, 6 17 24 32 37 46
282, 1 7 10 21 33 52
283, 8 18 30 32 33 37
284, 23 25 28 46 50 58
285, 4 5 11 20 58 59
286, 2 11 20 30 32 58
287, 2 24 39 45 56 60
288, 5 12 26 39 43 44
289, 2 5 10 18 21 22
290, 1 29 38 46 53 58
291, 5 15 27 33 34 37
292, 5 13 20 29 52 59
293, 4 7 15 50 55 60
294, 10 37 49 56 59 60
295, 15 37 42 45 53 57
296, 11 14 20 32 46 54
297, 17 18 20 21 23 29
298, 18 29 30 32 51 57
299, 24 27 36 41 50 51
300, 5 12 33 40 41 51
301, 9 10 19 38 48 53
302, 3 17 27 41 45 49
303, 9 24 28 30 54 60
304, 3 17 24 40 55 57
305, 6 22 24 48 53 54
306, 3 7 15 23 44 47
307, 1 10 29 38 52 57
308, 2 4 28 36 54 55
309, 11 12 14 15 25 36
310, 15 27 38 52 54 55
311, 5 7 15 31 34 60
312, 8 15 27 28 43 57
313, 9 18 26 35 41 50
314, 19 29 35 41 49 50
315, 2 7 37 40 51 54
316, 5 14 31 39 44 52
317, 3 5 6 16 17 29
318, 16 21 26 33 35 59
319, 10 11 15 24 58 59
320, 4 14 29 35 49 51
321, 13 15 28 48 57 58
322, 6 16 33 34 35 42
323, 6 12 18 22 32 33
324, 2 13 36 41 45 56
325, 5 42 48 50 55 56
326, 14 31 32 48 49 53
327, 3 7 16 41 45 49
328, 11 12 16 33 42 46
329, 12 23 49 51 57 60
330, 8 16 25 40 52 54
331, 4 15 32 43 52 56
332, 4 8 13 29 35 45
333, 1 10 19 21 30 32
334, 4 11 22 24 28 58
335, 2 17 29 37 43 46
336, 4 19 31 41 54 56
337, 8 10 17 34 43 53
338, 6 8 10 51 53 56
339, 10 11 16 25 44 54
340, 1 2 5 19 41 49
341, 15 29 30 43 58 59
342, 1 22 33 46 53 56
343, 17 19 32 34 35 39
344, 2 5 37 41 45 49
345, 19 22 37 38 51 59
346, 13 23 30 33 39 55
347, 2 25 35 46 53 58
348, 2 9 14 35 37 44
349, 15 21 45 49 54 56
350, 2 16 26 46 55 60
351, 16 25 28 44 49 55
352, 1 5 18 25 27 42
353, 10 16 17 36 38 57
354, 3 19 20 23 28 60
355, 6 22 38 51 52 59
356, 5 7 11 18 25 44
357, 7 16 21 25 33 48
358, 1 24 39 46 47 56
359, 17 21 23 43 54 59
360, 1 11 19 23 27 37
361, 11 15 42 44 51 57
362, 5 33 34 38 42 48
363, 2 11 12 36 53 54
364, 20 30 37 46 51 60
365, 8 13 18 23 24 34
366, 4 6 22 28 47 60
367, 2 33 45 52 54 57
368, 10 11 16 19 26 55
369, 10 16 38 50 51 54
370, 5 23 25 33 35 36
371, 16 24 40 42 45 50
372, 26 29 34 45 46 56
373, 2 6 9 16 30 53
374, 1 9 13 19 21 33
375, 13 20 23 25 52 56
376, 4 25 26 30 36 50
377, 12 40 47 49 55 58
378, 3 27 35 38 43 49
379, 4 14 16 19 26 32
380, 4 11 23 28 36 37
381, 7 12 21 28 40 44
382, 1 10 33 45 56 58
383, 1 27 47 49 58 59
384, 1 3 8 9 12 16
385, 1 5 21 32 36 50
386, 3 4 5 20 21 56
387, 3 10 21 30 33 57
388, 5 7 17 22 49 52
389, 6 13 14 23 29 57
390, 3 7 16 43 44 47
391, 11 22 24 25 56 57
392, 9 12 29 36 42 52
393, 14 19 23 24 37 50
394, 10 22 24 43 51 60
395, 8 9 18 25 39 60
396, 16 21 25 36 55 57
397, 5 11 17 36 53 59
398, 6 9 26 33 41 51
399, 27 39 41 43 49 52
400, 4 13 17 26 53 58
401, 2 5 17 31 40 59
402, 18 19 35 45 53 59
403, 18 26 33 52 53 56
404, 4 16 39 52 54 58
405, 14 22 38 41 50 51
406, 12 22 29 45 56 59
407, 12 40 46 54 57 60
408, 6 18 23 38 40 42
409, 5 21 26 33 35 52
410, 6 22 38 52 53 60
411, 22 24 27 29 53 56
412, 24 30 45 47 50 59
413, 20 21 26 39 41 55
414, 4 6 25 34 46 52
415, 7 11 15 21 25 42
416, 6 9 12 20 28 45
417, 16 22 23 29 39 52
418, 2 12 23 26 36 38
419, 16 20 24 30 35 53
420, 11 21 29 34 35 52
421, 14 16 24 26 45 58
422, 5 9 14 36 40 47
423, 9 10 19 26 28 29
424, 15 24 27 50 54 59
425, 17 22 27 46 47 48
426, 4 18 31 34 49 54
427, 8 21 37 38 42 47
428, 7 16 20 47 56 60
429, 15 21 22 26 29 41
430, 3 34 37 38 49 52
431, 20 25 28 48 51 53
432, 3 17 34 35 40 42
433, 3 28 34 38 55 59
434, 4 7 9 16 47 49
435, 1 17 30 34 44 53
436, 2 4 8 25 26 57
437, 3 19 28 33 41 60
438, 5 13 48 49 55 59
439, 2 25 33 37 43 58
440, 31 33 41 47 52 59
441, 8 10 29 30 41 55
442, 5 7 13 34 35 38
443, 6 24 49 55 57 59
444, 4 25 26 36 39 46
445, 1 5 6 26 27 49
446, 10 13 37 38 41 42
447, 6 13 30 52 54 57
448, 8 9 13 26 54 58
449, 14 19 30 41 45 59
450, 9 12 23 38 51 58
451, 5 34 38 44 47 51
452, 14 24 31 42 52 55
453, 13 37 48 54 55 58
454, 7 13 30 41 45 50
455, 10 30 44 46 52 57
456, 4 41 43 46 49 51
457, 3 8 30 32 40 46
458, 2 3 24 32 39 47
459, 2 5 11 47 52 54
460, 8 11 15 21 22 54
461, 5 10 30 41 47 53
462, 16 22 28 35 52 53
463, 15 39 40 44 46 51
464, 4 5 13 36 48 60
465, 22 27 44 51 55 57
466, 2 4 16 21 34 37
467, 6 13 21 37 46 54
468, 34 42 45 53 55 56
469, 18 22 33 34 42 57
470, 6 9 16 42 51 55
471, 18 26 49 50 51 60
472, 12 20 25 27 35 57
473, 2 10 23 36 48 51
474, 9 22 32 35 43 53
475, 27 29 34 39 48 58
476, 5 14 29 46 57 59
477, 1 4 9 37 50 54
478, 19 31 34 44 54 58
479, 5 6 24 36 47 59
480, 1 12 20 31 39 59
481, 19 24 30 44 51 58
482, 3 23 34 35 39 48
483, 11 14 26 33 46 47
484, 12 19 20 26 38 59
485, 3 4 18 31 45 56
486, 3 10 11 45 52 59
487, 25 32 35 38 52 54
488, 1 16 19 20 38 60
489, 1 25 26 31 42 46
490, 6 16 20 22 28 58
491, 8 13 16 22 39 52
492, 13 33 35 42 45 55
493, 3 26 30 38 41 53
494, 23 36 42 43 47 59
495, 2 3 4 21 29 54
496, 1 8 30 31 32 49
497, 9 21 37 46 55 56
498, 11 20 22 31 46 47
499, 1 2 8 20 28 41
500, 12 20 24 35 38 43
501, 6 8 12 25 42 60
502, 6 8 22 34 40 46
503, 11 14 16 21 50 58
504, 9 17 20 40 50 58
505, 8 26 33 34 48 60
506, 17 20 40 46 55 59
507, 2 5 27 35 52 60
508, 23 27 30 44 47 60
509, 4 26 27 32 56 58
510, 7 41 46 47 54 59
511, 9 16 19 25 30 39
512, 14 20 40 48 51 54
513, 6 10 22 28 47 51
514, 3 11 12 18 23 37
515, 5 6 22 29 38 39
516, 1 15 37 38 54 55
517, 21 22 33 34 49 60
518, 7 12 14 26 40 47
519, 10 34 37 38 53 55
520, 1 3 7 18 31 52
521, 14 19 25 51 52 57
522, 10 11 17 32 51 56
523, 4 13 14 45 52 57
524, 10 28 34 38 47 52
525, 2 20 32 37 42 45
526, 16 18 21 28 43 52
527, 12 13 14 26 30 55
528, 9 15 21 37 47 48
529, 3 13 17 23 31 47
530, 7 8 16 21 39 48
531, 1 5 23 31 34 59
532, 1 8 16 22 29 55
533, 11 14 17 32 54 57
534, 11 12 15 20 46 47
535, 7 11 19 36 37 43
536, 20 34 40 48 53 59
537, 2 13 25 48 49 50
538, 11 21 22 25 39 56
539, 8 28 29 33 36 58
540, 11 13 22 25 34 36
541, 3 6 18 29 39 46
542, 8 11 38 44 47 48
543, 5 17 25 33 35 58
544, 13 16 34 36 37 40
545, 5 17 20 31 44 47
546, 6 13 29 30 36 58
547, 4 14 19 24 42 51
548, 17 33 35 36 38 42
549, 5 21 31 45 54 60
550, 2 14 35 40 48 59
551, 2 25 34 40 41 51
552, 1 13 16 38 48 56
553, 7 11 16 23 47 55
554, 6 8 10 12 28 45
555, 8 12 17 20 26 43
556, 1 6 16 19 28 55
557, 7 14 29 51 52 56
558, 15 30 46 48 50 56
559, 8 19 32 37 38 39
560, 4 7 33 40 42 54
561, 5 9 13 21 22 30
562, 1 24 27 28 48 59
563, 1 2 5 23 27 56
564, 18 32 35 38 42 45
565, 30 38 39 56 58 60
566, 3 12 23 34 51 58
567, 14 17 24 48 50 52
568, 8 42 45 46 51 56
569, 6 11 25 28 39 52
570, 1 6 15 18 26 47
571, 8 15 21 26 37 51
572, 40 42 44 55 56 59
573, 5 6 7 11 18 20
574, 10 12 21 44 53 59
575, 14 15 22 28 37 38
576, 2 5 7 22 40 55
577, 15 23 37 39 52 60
578, 9 14 36 44 57 58
579, 1 16 27 28 35 38
580, 8 24 25 29 45 54
581, 9 12 26 49 59 60
582, 4 15 21 26 34 39
583, 3 4 35 38 42 51
584, 3 9 13 28 48 54
585, 4 20 25 28 30 40
586, 4 5 7 8 12 43
587, 11 16 33 43 48 59
588, 2 3 10 40 51 58
589, 10 12 30 35 46 54
590, 1 17 18 25 26 40
591, 10 21 23 28 31 52
592, 1 7 8 46 50 51
593, 5 25 30 32 36 53
594, 2 13 20 36 50 51
595, 8 20 25 30 44 47
596, 2 14 16 34 48 53
597, 10 14 24 34 43 57
598, 6 9 21 27 47 50
599, 14 19 26 34 38 51
600, 17 19 20 32 35 58
601, 27 40 48 50 52 59
602, 1 9 19 31 34 57
603, 4 25 26 30 46 51
604, 1 2 17 23 31 56
605, 11 16 25 26 30 60
606, 1 9 13 18 19 49
607, 7 12 18 32 58 60
608, 3 8 16 17 21 39
609, 10 12 21 40 45 57
610, 6 11 18 22 53 60
611, 12 16 20 25 44 56
612, 1 19 22 46 47 53
613, 2 9 41 49 50 55
614, 10 14 22 29 36 37
615, 12 22 38 43 47 50
616, 1 15 22 34 40 50
617, 7 20 27 46 56 57
618, 2 8 15 27 43 51
619, 29 45 46 51 55 57
620, 24 29 31 35 44 58
621, 1 8 10 26 38 54
622, 10 14 21 42 50 58
623, 7 22 28 31 40 45
624, 8 15 18 21 26 57
625, 3 13 20 45 51 55
626, 6 9 25 42 51 56
627, 20 33 35 36 44 54
628, 11 16 19 29 36 41
629, 6 16 18 26 41 49
630, 5 8 21 31 35 59
631, 3 5 40 44 53 60
632, 3 5 33 36 50 53
633, 6 11 17 18 28 38
634, 12 16 32 35 43 47
635, 28 35 37 43 46 56
636, 6 13 16 20 24 42
637, 5 24 29 43 57 60
638, 12 16 27 37 40 45
639, 6 30 33 38 42 50
640, 6 9 13 38 43 55
641, 6 9 19 23 25 57
642, 4 18 25 28 35 53
643, 3 15 23 33 58 59
644, 1 9 29 38 46 56
645, 1 7 20 29 35 44
646, 3 13 23 34 39 59
647, 18 19 20 32 37 57
648, 9 25 29 48 55 59
649, 4 23 25 30 52 54
650, 14 19 22 23 54 58
651, 20 33 47 54 58 59
652, 3 22 24 31 38 48
653, 10 17 35 36 42 44
654, 12 13 21 32 47 55
655, 5 12 33 38 41 54
656, 4 10 21 34 43 54
657, 2 14 29 42 46 57
658, 1 22 29 44 48 56
659, 2 16 22 43 48 57
660, 2 5 13 37 39 40
661, 11 12 20 47 55 58
662, 7 10 20 40 50 59
663, 8 28 45 48 58 59
664, 9 10 22 34 38 50
665, 20 29 30 35 54 59
666, 27 40 42 43 45 51
667, 1 27 33 46 52 56
668, 8 22 23 54 59 60
669, 16 30 36 44 48 51
670, 1 11 25 34 42 56
671, 2 24 26 32 43 50
672, 6 11 16 31 36 53
673, 13 32 45 49 56 60
674, 1 7 35 37 42 51
675, 1 17 18 37 42 55
676, 5 12 16 20 41 46
677, 1 8 16 22 29 33
678, 9 11 37 48 51 52
679, 2 17 40 48 49 54
680, 11 14 21 38 42 49
681, 8 12 20 33 55 60
682, 5 12 20 25 41 60
683, 14 24 31 33 41 50
684, 22 25 33 40 42 44
685, 2 26 27 40 42 48
686, 16 17 19 22 28 42
687, 9 12 35 42 50 55
688, 8 15 21 31 36 39
689, 6 16 18 29 36 49
690, 16 22 30 52 57 58
691, 7 14 33 37 50 56
692, 15 24 38 41 42 46
693, 2 24 25 26 29 33
694, 7 15 24 25 52 59
695, 27 30 35 42 45 51
696, 8 12 18 34 37 42
697, 16 18 21 31 39 48
698, 15 23 34 39 40 54
699, 3 11 24 25 39 48
700, 18 39 49 50 51 55
701, 8 17 24 44 52 56
702, 10 13 15 18 28 43
703, 2 5 22 24 52 57
704, 2 22 34 43 49 57
705, 7 10 14 21 25 60
706, 12 15 23 31 32 47
707, 2 16 20 22 23 55
708, 10 28 32 35 45 57
709, 23 42 45 53 55 60
710, 2 12 15 28 39 58
711, 14 16 29 32 48 49
712, 4 8 17 28 34 59
713, 6 25 30 35 50 54
714, 1 10 11 28 37 51
715, 4 12 21 23 30 50
716, 31 32 36 39 40 51
717, 9 22 37 51 53 58
718, 20 24 40 41 43 60
719, 12 13 14 23 24 52
720, 2 19 32 51 54 55
721, 1 29 42 44 52 60
722, 4 32 43 45 56 59
723, 6 8 22 33 37 43
724, 22 29 33 40 55 57
725, 35 49 51 58 59 60
726, 11 14 24 40 57 59
727, 7 21 32 34 36 58
728, 11 22 33 38 39 40
729, 5 6 10 34 36 46
730, 2 24 28 43 46 52
731, 6 8 14 25 36 44
732, 11 13 37 41 42 44
733, 8 24 27 28 38 42
734, 1 12 25 31 44 51
735, 1 7 17 19 24 57
736, 8 10 21 43 49 58
737, 10 40 42 43 45 48
738, 4 20 29 31 47 59
739, 4 13 18 37 51 58
740, 18 33 43 48 55 59
741, 22 29 38 51 52 55
742, 2 8 9 31 33 39
743, 4 19 32 37 49 51
744, 6 9 30 35 52 60
745, 1 2 8 16 40 42
746, 7 26 29 35 54 57
747, 1 27 29 33 48 54
748, 1 22 31 35 40 46
749, 3 10 31 36 52 60
750, 1 22 35 36 51 55
751, 1 6 32 38 41 43
752, 24 33 34 40 44 57
753, 1 6 21 31 34 57
754, 6 10 30 37 54 60
755, 3 5 7 28 48 56
756, 9 10 25 35 41 52
757, 14 21 28 38 43 55
758, 8 27 42 47 51 52
759, 1 5 13 31 45 56
760, 3 6 11 22 25 52
761, 5 12 18 26 51 56
762, 10 21 38 42 50 51
763, 1 20 40 48 52 54
764, 4 10 20 22 46 56
765, 7 19 33 38 44 60
766, 4 11 15 27 36 39
767, 4 10 27 41 42 54
768, 16 23 33 45 51 54
769, 3 12 15 26 56 58
770, 26 36 50 54 57 58
771, 1 17 29 30 41 53
772, 1 7 14 20 26 59
773, 3 20 29 33 45 53
774, 15 25 32 45 46 56
775, 3 20 41 44 56 60
776, 2 35 39 46 52 54
777, 1 33 42 46 51 53
778, 14 26 27 35 47 60
779, 16 19 31 35 46 52
780, 6 7 19 24 25 32
781, 20 21 30 46 50 51
782, 3 10 20 30 49 59
783, 6 14 17 28 40 48
784, 8 22 23 35 56 59
785, 1 17 20 36 46 53
786, 12 31 50 53 54 60
787, 1 2 17 18 40 59
788, 5 20 30 40 41 43
789, 2 6 9 14 27 41
790, 2 3 22 23 38 39
791, 4 31 37 42 50 52
792, 3 4 39 42 43 47
793, 22 30 34 37 42 46
794, 1 5 18 22 27 45
795, 10 11 18 27 42 56
796, 3 13 35 37 43 60
797, 5 6 13 31 36 44
798, 12 39 41 44 48 52
799, 2 20 24 34 36 48
800, 2 19 37 41 42 45
801, 9 14 23 45 47 60
802, 11 31 50 57 59 60
803, 3 28 31 33 39 54
804, 9 10 11 15 39 42
805, 3 16 46 54 55 59
806, 5 10 11 27 35 41
807, 2 7 14 16 50 60
808, 15 16 30 41 42 45
809, 1 14 23 26 38 41
810, 17 23 25 27 36 48
811, 2 6 10 17 46 55
812, 15 24 29 37 45 53
813, 6 8 12 14 18 49
814, 26 28 43 48 56 59
815, 12 13 16 25 33 51
816, 39 49 50 52 54 57
817, 14 18 31 32 49 55
818, 1 12 17 38 44 57
819, 18 21 25 35 40 43
820, 5 10 12 19 24 36
821, 8 14 20 27 46 50
822, 3 19 31 32 52 55
823, 1 11 15 40 41 58
824, 5 15 18 39 40 45
825, 2 6 10 21 25 36
826, 1 12 20 26 32 49
827, 9 13 16 27 30 53
828, 15 22 36 44 49 50
829, 7 19 35 39 53 57
830, 10 12 38 39 41 54
831, 7 12 41 44 54 57
832, 3 11 17 37 52 54
833, 15 20 23 28 40 57
834, 12 24 34 44 51 57
835, 10 13 31 40 45 57
836, 9 13 30 39 45 56
837, 8 9 10 36 41 45
838, 2 18 43 45 46 54
839, 9 29 41 43 47 54
840, 5 23 29 31 33 51
841, 6 7 16 47 52 55
842, 5 10 20 35 37 45
843, 4 7 14 26 40 56
844, 6 23 27 36 49 54
845, 8 28 29 33 46 51
846, 2 8 10 24 37 53
847, 25 36 39 40 46 56
848, 5 8 11 22 34 54
849, 22 35 42 49 52 57
850, 24 29 38 41 52 58
851, 19 35 36 43 58 59
852, 8 9 15 33 38 55
853, 1 6 14 20 21 54
854, 19 29 35 38 44 45
855, 8 15 17 23 25 36
856, 15 24 31 49 55 60
857, 3 4 7 12 34 55
858, 2 23 25 27 48 55
859, 1 8 31 39 42 48
860, 8 19 30 39 46 60
861, 36 41 44 46 48 50
862, 3 15 16 21 22 47
863, 5 25 28 38 53 58
864, 18 26 36 41 48 53
865, 16 17 26 36 48 57
866, 1 28 30 32 43 48
867, 2 13 23 27 29 49
868, 28 37 38 43 49 54
869, 7 13 22 24 31 32
870, 4 6 44 47 54 56
871, 16 20 22 24 35 45
872, 3 12 16 17 46 47
873, 4 22 32 40 52 58
874, 3 13 26 33 50 56
875, 16 20 25 32 51 59
876, 15 25 36 57 59 60
877, 7 16 30 34 48 55
878, 10 14 45 53 56 58
879, 5 22 55 57 58 60
880, 2 15 34 38 51 59
881, 10 14 24 26 46 56
882, 22 27 30 34 36 44
883, 20 26 47 49 54 56
884, 16 18 28 54 57 59
885, 1 15 16 31 35 53
886, 10 27 38 42 46 52
887, 5 6 26 44 47 60
888, 3 36 46 49 59 60
889, 1 12 28 31 35 43
890, 5 16 32 36 51 57
891, 2 6 17 30 31 46
892, 3 15 21 22 49 57
893, 23 27 35 41 45 59
894, 2 10 12 36 52 56
895, 31 37 42 43 52 60
896, 4 13 35 42 54 58
897, 30 35 42 43 49 58
898, 37 42 43 46 48 51
899, 20 28 30 35 45 58
900, 5 13 19 25 41 52
901, 11 15 24 34 46 55
902, 11 14 24 48 50 57
903, 6 10 13 23 31 53
904, 16 34 35 36 46 57
905, 2 4 24 35 45 56
906, 5 8 11 24 28 40
907, 8 11 15 19 49 60
908, 12 16 22 26 33 53
909, 13 16 27 38 48 60
910, 6 12 33 38 41 50
911, 13 19 21 24 50 53
912, 9 25 27 56 57 60
913, 24 26 31 34 41 45
914, 7 20 27 51 53 60
915, 2 9 15 24 26 48
916, 10 16 42 46 48 51
917, 1 12 27 34 35 58
918, 5 6 11 22 45 59
919, 3 7 9 18 38 50
920, 4 7 12 22 29 47
921, 8 9 13 23 37 49
922, 3 18 22 47 51 59
923, 1 9 21 24 54 60
924, 11 13 24 30 46 54
925, 14 27 30 35 49 52
926, 3 22 24 27 31 45
927, 16 27 37 39 59 60
928, 7 8 28 30 59 60
929, 9 12 27 35 37 47
930, 8 22 28 34 40 56
931, 12 22 33 40 50 52
932, 8 22 37 38 48 54
933, 7 22 30 31 32 53
